calculation_id,calculation_type,calculation_period_start,calculation_period_end,calculation_version,result_id,grid_area_code,metering_point_type,settlement_method,resolution,time,quantity,quantity_unit,quantity_qualities
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 12:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 13:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 14:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 15:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 16:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 17:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 18:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 19:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 20:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 21:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,1acb05dd-9379-4ecc-ab18-24ce6e01f581,543,consumption,flex,PT1H,2022-01-12 22:00:00.000000,1928898.153,kWh,"[""missing"",""measured"",""calculated""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-11 23:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 00:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 01:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 02:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 03:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 04:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 05:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 06:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 07:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 08:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 09:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 10:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 11:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 12:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 13:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 14:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 15:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 16:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 17:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 18:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 19:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 20:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 21:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,273ab4e2-607c-4547-871b-ca26c8acd142,543,consumption,non_profiled,PT1H,2022-01-12 22:00:00.000000,688337.128,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-11 23:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 00:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 01:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 02:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 03:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 04:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 05:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 06:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 07:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 08:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 09:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 10:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 11:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 12:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 13:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 14:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 15:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 16:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 17:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 18:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 19:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 20:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 21:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,2c803d30-ea79-4bf5-9a6e-ec5d3ffe82b5,543,production,"",PT1H,2022-01-12 22:00:00.000000,2617240.613,kWh,"[""calculated"",""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,invalid,"",PT1H,2022-01-11 23:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 00:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 01:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 02:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 03:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 04:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 05:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 06:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 07:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 08:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 09:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 10:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 11:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 12:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 13:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 14:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 15:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 16:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
a8cfe7c7-f197-405c-b922-52153fa0332d,balance_fixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,111,b171ad21-b360-440f-b84f-392e57835cb1,543,exchange,"",PT1H,2022-01-12 17:00:00.000000,-5.332,kWh,"[""missing"",""measured""]"
